,month,day,temp_dailyMin,temp_minGround,temp_dailyMean,temp_dailyMax,temp_7h,temp_14h,temp_19h,hum_dailyMean,hum_7h,hum_14h,hum_19h
335,12,2,5.6,5.5,8.6,11.6,6.0,11.3,10.8,82,95,78,74
336,12,3,4.3,6.1,7.6,10.9,8.1,10.4,4.4,76,82,60,85
337,12,4,,,,,,,,83,97,70,82
338,12,5,4.6,2.1,7.9,11.2,5.4,10.8,5.4,83,88,69,91
339,12,6,2.2,-0.2,3.8,5.4,2.9,3.0,2.2,97,98,95,98
340,12,7,0.9,1.5,2.7,4.5,1.1,3.9,2.6,94,99,86,97
341,12,8,1.5,1.9,2.2,2.9,2.2,2.7,2.9,100,99,100,100
342,12,9,,,,,,,,90,92,87,92
343,12,10,2.2,2.3,5.3,8.4,4.5,7.4,2.2,80,78,69,92
344,12,11,-2.1,-4.8,0.2,2.4,-2.0,0.6,-1.1,96,100,89,98
345,12,12,-1.2,-1.9,4.6,10.3,9.0,9.3,8.9,68,62,70,72
346,12,13,0.5,-1.2,5.5,10.4,1.2,9.2,7.8,74,95,52,74
347,12,14,3.6,2.8,5.8,8.0,4.0,5.4,4.1,76,76,77,76
348,12,15,3.2,3.1,4.2,5.1,3.2,5.1,3.8,88,90,83,90
349,12,16,2.6,1.3,3.6,4.5,3.3,3.8,3.7,94,94,93,94
350,12,17,3.1,3.2,3.7,4.2,3.3,4.0,3.3,98,98,97,98
351,12,18,2.8,2.9,3.7,4.5,2.8,4.3,3.6,98,100,96,99
352,12,19,2.6,2.4,4.1,5.6,2.9,5.0,4.3,100,100,99,100
353,12,20,3.6,4.1,4.2,4.8,4.1,4.4,3.7,96,100,94,94
354,12,21,2.8,2.8,3.9,5.0,3.1,4.3,4.5,91,93,89,92
355,12,22,2.5,-0.3,8.7,14.9,10.5,13.8,8.1,67,64,57,79
356,12,23,2.0,-1.5,7.9,13.8,2.5,13.1,11.4,71,100,53,60
357,12,24,3.0,2.8,7.2,11.4,4.9,8.3,3.5,87,90,78,94
358,12,25,2.2,2.8,3.6,4.9,2.7,4.5,3.8,94,98,88,97
359,12,26,0.6,-1.6,5.7,10.8,0.7,10.7,3.9,84,96,62,95
360,12,27,-0.8,-2.1,1.6,3.9,-0.4,3.4,0.6,93,98,82,98
361,12,28,-1.1,-2.5,2.6,6.2,-1.0,6.2,2.7,90,100,77,93
362,12,29,0.8,-0.6,3.6,6.4,2.8,1.9,1.8,94,94,96,93
363,12,30,-0.4,-0.1,1.1,2.6,1.3,2.5,-0.2,67,92,57,53
364,12,31,,,,,,,,76,78,68,82
